kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
backprop-rodinia-3.4.sm_75.ptx 42 : 1048576 9827968 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 210 : 16 144 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 43 : 1048576 6275904 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 211 : 16 6096 64 0 0 3 1 0 0 
backprop-rodinia-3.4.sm_75.ptx 44 : 1048576 6802176 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 123 : 65536 425344 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 212 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 45 : 1048576 6578976 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 124 : 65536 633166 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 213 : 16 224 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 46 : 1048576 9832960 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 125 : 65536 3304320 0 32768 32768 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 214 : 16 272 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 47 : 1048576 6708384 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 215 : 16 144 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 48 : 1048576 5777130 0 0 0 0 0 0 32768 
backprop-rodinia-3.4.sm_75.ptx 217 : 16 96 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 50 : 65536 418656 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 218 : 16 208 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 51 : 65536 615264 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 74 : 1048576 9723168 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 75 : 1048576 9005312 0 32768 32768 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 76 : 1048576 5899488 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 77 : 1048576 6182592 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 78 : 1048576 27890080 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 79 : 1048576 6855488 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 80 : 1048576 0 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 82 : 1048576 6619552 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 83 : 1048576 28278656 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 84 : 1048576 6465344 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 85 : 1048576 6471264 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 88 : 4194304 39573920 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 89 : 4194304 109809184 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 90 : 4194304 26599104 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 91 : 4194304 632834272 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 92 : 4194304 26633856 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 93 : 4194304 18872544 0 0 0 0 0 0 61440 
backprop-rodinia-3.4.sm_75.ptx 95 : 983040 34774544 0 61440 61440 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 96 : 983040 6225600 0 0 0 0 0 0 0 
backprop-rodinia-3.4.sm_75.ptx 97 : 983040 9104160 0 0 0 0 0 0 0 
