kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
histogram.6.sm_75.ptx 174 : 4194304 28026592 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 173 : 4194304 28604352 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 172 : 4194304 148998304 0 262139 131072 0 0 0 0 
histogram.6.sm_75.ptx 171 : 4194304 40768832 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 170 : 4194304 256846720 0 262139 131072 0 0 0 0 
histogram.6.sm_75.ptx 169 : 4194304 40836768 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 168 : 4194304 40598208 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 167 : 4194304 28050368 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 166 : 4194304 29341824 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 165 : 4194304 149703072 0 262142 131072 0 0 0 0 
histogram.6.sm_75.ptx 164 : 4194304 40727136 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 163 : 4194304 256499616 0 262142 131072 0 0 0 0 
histogram.6.sm_75.ptx 162 : 4194304 40866112 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 161 : 4194304 40809472 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 160 : 4194304 28002144 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 159 : 4194304 28553248 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 158 : 4194304 148325152 0 262142 131072 0 0 0 0 
histogram.6.sm_75.ptx 157 : 4194304 40773696 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 156 : 4194304 256084384 0 262142 131072 0 0 0 0 
histogram.6.sm_75.ptx 155 : 4194304 40811616 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 154 : 4194304 40583840 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 153 : 4194304 28005920 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 152 : 4194304 29345120 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 151 : 4194304 148853792 0 262141 131072 0 0 0 0 
histogram.6.sm_75.ptx 150 : 4194304 40693568 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 149 : 4194304 256124896 0 262141 131072 0 0 0 0 
histogram.6.sm_75.ptx 148 : 4194304 40846624 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 147 : 4194304 40731168 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 146 : 4194304 27990720 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 145 : 4194304 28561472 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 144 : 4194304 148030272 0 262142 131072 0 0 0 0 
histogram.6.sm_75.ptx 143 : 4194304 40699904 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 142 : 4194304 255548576 0 262142 131072 0 0 0 0 
histogram.6.sm_75.ptx 141 : 4194304 40789984 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 140 : 4194304 40580896 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 139 : 4194304 27952768 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 138 : 4194304 29334912 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 137 : 4194304 147689984 0 262139 131072 0 0 0 0 
histogram.6.sm_75.ptx 136 : 4194304 40665408 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 135 : 4194304 255107520 0 262139 131072 0 0 0 0 
histogram.6.sm_75.ptx 134 : 4194304 40821568 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 133 : 4194304 40724960 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 132 : 4194304 27965152 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 131 : 4194304 28495360 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 130 : 4194304 147219424 0 262144 131072 0 0 0 0 
histogram.6.sm_75.ptx 129 : 4194304 40701376 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 128 : 4194304 254876256 0 262144 131072 0 0 0 0 
histogram.6.sm_75.ptx 127 : 4194304 40791680 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 126 : 4194304 40568640 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 125 : 4194304 27932064 0 0 0 0 0 0 0 
